,OPEN,CLOSE,TRADEDATE
793,109.7,105.0,2018-08-10
794,104.5,105.75,2018-08-13
795,105.95,107.25,2018-08-14
796,107.6,107.4,2018-08-15
797,108.25,110.5,2018-08-16
798,110.65,109.0,2018-08-17
799,109.5,108.95,2018-08-20
800,109.25,108.35,2018-08-21
801,108.0,108.6,2018-08-22
802,108.35,105.65,2018-08-23
803,105.0,104.45,2018-08-24
804,104.5,106.2,2018-08-27
805,106.65,106.55,2018-08-28
806,106.35,111.8,2018-08-29
807,112.3,115.5,2018-08-30
808,116.0,115.5,2018-08-31
809,115.45,114.55,2018-09-03
810,114.7,112.75,2018-09-04
811,112.75,111.5,2018-09-05
812,111.4,108.1,2018-09-06
813,108.05,108.55,2018-09-07
814,109.1,106.5,2018-09-10
